WARP_Violations,#Pairs,GARP_Violations,#Pairs,SARP_Violations,#Pairs,AFRIAT_Index,VARIAN_Index_Min,VARIAN_Index_Mean,VARIAN_Index_AVG(SSQ),Is exact,Houtman-Maks-Index,Is exact,Subject
12,6,30,24,56,28,0.59015,0.59015,0.060478,0.20506,2,0.16667,1,26103032
10,5,60,55,132,66,0.20788,0.20788,0.026518,0.066726,2,0.11111,1,26103041
8,4,11,7,14,7,0.095755,0.095755,0.011095,0.03077,1,0.16667,1,26103042
8,4,33,29,72,36,0.14593,0.14593,0.011214,0.035618,2,0.055556,1,26103051
2,1,2,1,2,1,0.0078436,0.0078436,0.00043576,0.0018488,1,0.055556,1,26103052
10,5,56,51,156,78,0.16505,0.16505,0.017727,0.052513,2,0.055556,1,26103061
4,2,5,3,6,3,0.051498,0.051498,0.0029151,0.01214,1,0.055556,1,26103062
2,1,2,1,2,1,0.0012575,0.0012575,6.9863e-05,0.0002964,1,0.055556,1,26103071
4,2,5,3,6,3,0.10861,0.10861,0.010335,0.031743,1,0.055556,1,26103081
0,0,0,0,0,0,0,0,0,0,1,0,1,26103082
8,4,13,9,18,9,0.073923,0.073923,0.011068,0.02521,1,0.16667,1,26103091
2,1,2,1,2,1,0.019519,0.019519,0.0010844,0.0046008,1,0.055556,1,26103101
18,9,54,45,92,46,0.090909,0.090909,0.013311,0.030064,2,0.22222,1,26103111
0,0,0,0,0,0,0,0,0,0,1,0,1,26103112
0,0,0,0,0,0,0,0,0,0,1,0,1,26103121
2,1,2,1,2,1,0.037273,0.037273,0.0020707,0.0087854,1,0.055556,1,26103122
4,2,4,2,4,2,0.079788,0.079788,0.0065843,0.020905,1,0.11111,1,26103131
0,0,0,0,0,0,0,0,0,0,1,0,1,26103141
4,2,10,8,20,10,0.02773,0.02773,0.0015406,0.0065361,1,0.055556,1,26103151
2,1,2,1,2,1,0.0092491,0.0092491,0.00051384,0.00218,1,0.055556,1,26103161
14,7,18,11,24,12,0.23209,0.23209,0.021704,0.060369,1,0.22222,1,26103171
0,0,0,0,0,0,0,0,0,0,1,0,1,26103181
2,1,2,1,2,1,0.00056715,0.00056715,3.1508e-05,0.00013368,1,0.055556,1,26104011
4,2,5,3,6,3,0.04412,0.04412,0.0031292,0.01079,1,0.055556,1,26104012
0,0,0,0,0,0,0,0,0,0,1,0,1,26104021
2,1,4,3,6,3,0.0038862,0.0038862,0.0002159,0.00091598,1,0.055556,1,26104022
0,0,0,0,0,0,0,0,0,0,1,0,1,26104031
2,1,2,1,2,1,0.0046812,0.0046812,0.00026006,0.0011034,1,0.055556,1,26104041
4,2,23,21,42,21,0.036773,0.036773,0.0037589,0.011319,1,0.055556,1,26104042
6,3,13,10,22,11,0.19169,0.19169,0.01134,0.045277,1,0.11111,1,26104051
2,1,2,1,2,1,0.0031892,0.0031892,0.00017718,0.00075171,1,0.055556,1,26104052
6,3,13,10,20,10,0.094143,0.094143,0.0052302,0.02219,1,0.055556,1,26104061
2,1,2,1,2,1,0.16807,0.16807,0.0093373,0.039615,1,0.055556,1,26104062
6,3,11,8,16,8,0.013037,0.013037,0.0011217,0.0032968,1,0.16667,1,26104081
4,2,5,3,6,3,0.085986,0.085986,0.004777,0.020267,1,0.055556,1,26104091
14,7,52,45,110,55,0.27575,0.27575,0.025151,0.079232,2,0.16667,1,26104101
2,1,2,1,2,1,0.0043392,0.0043392,0.00024107,0.0010228,1,0.055556,1,26104102
18,9,32,23,50,25,0.22943,0.22943,0.033503,0.081594,2,0.22222,1,26104111
0,0,0,0,0,0,0,0,0,0,1,0,1,26104121
4,2,5,3,6,3,0.11427,0.11427,0.0064468,0.026936,1,0.055556,1,26104141
0,0,0,0,0,0,0,0,0,0,1,0,1,26104142
8,4,21,17,44,22,0.1363,0.1363,0.010939,0.034243,1,0.16667,1,26104151
26,13,68,55,144,72,0.44789,0.53277,0.16996,0.25477,3,0.22222,1,26104152
0,0,0,0,0,0,0,0,0,0,1,0,1,26104161
0,0,0,0,0,0,0,0,0,0,1,0,1,26104171
28,14,73,59,138,69,0.36208,0.51646,0.16062,0.22116,3,0.27778,1,26104181
